"GO"	"OOB"	"AUC"	"1-OOB+AUC"
"GO_0005488"	0.37035175879397	0.651100990927193	1.28074923213322
"GO_0050789"	0.379899497487437	0.644741135550638	1.2648416380632
"GO_0065007"	0.390954773869347	0.643511694840087	1.25255692097074
"GO_0050794"	0.390954773869347	0.641030588525288	1.25007581465594
"GO_0044459"	0.390452261306533	0.63747157486607	1.24701931355954
"GO_0005515"	0.394974874371859	0.640085525431844	1.24511065105998
"GO_0044699"	0.392462311557789	0.634565164903662	1.24210285334587
"GO_0044707"	0.391959798994975	0.633506451785618	1.24154665279064
"GO_0048518"	0.38894472361809	0.630353042436414	1.24140831881832
"GO_0032501"	0.389447236180905	0.629412020232736	1.23996478405183
"GO_0050793"	0.390452261306533	0.624090168414184	1.23363790710765
"GO_0044763"	0.403517587939698	0.635202110152634	1.23168452221294
"GO_0051239"	0.396984924623116	0.62621214065125	1.22922721602813
"GO_2000026"	0.398994974874372	0.627915880797792	1.22892090592342
"GO_0048519"	0.398994974874372	0.624788737232051	1.22579376235768
"GO_0032502"	0.4	0.62121305490256	1.22121305490256
"GO_0048856"	0.402010050251256	0.618038935993316	1.21602888574206
"GO_0048522"	0.403015075376884	0.618948136190109	1.21593306081323
"GO_0050896"	0.408542713567839	0.623672441434879	1.21512972786704
"GO_0055080"	0.395979899497487	0.610921918897322	1.21494201939983
"GO_0051240"	0.406532663316583	0.619855821053237	1.21332315773665
"GO_0045597"	0.406030150753769	0.618554654549385	1.21252450379562
"GO_0051179"	0.412060301507538	0.620331130711672	1.20827082920413
"GO_0007166"	0.410050251256281	0.61812278445591	1.20807253319963
"GO_0051094"	0.41356783919598	0.621047883533476	1.2074800443375
"GO_0010604"	0.407035175879397	0.611371467883513	1.20433629200412
"GO_0045595"	0.414572864321608	0.617151455579004	1.2025785912574
"GO_0097458"	0.412562814070352	0.615088581354728	1.20252576728438
"GO_0042391"	0.41105527638191	0.610761293529222	1.19970601714731
"GO_0032879"	0.412060301507538	0.610443578571566	1.19838327706403
"GO_0044767"	0.41608040201005	0.613907631321341	1.19782722931129
"GO_0007165"	0.418090452261307	0.611981642237805	1.1938911899765
"GO_0042995"	0.411557788944724	0.605251540336667	1.19369375139194
"GO_0060341"	0.415577889447236	0.607515953937897	1.19193806449066
"GO_0048869"	0.417587939698492	0.609440427687773	1.19185248798928
"GO_0098589"	0.420100502512563	0.611901329553754	1.19180082704119
"GO_0098796"	0.417587939698492	0.608939357357096	1.1913514176586
"GO_0023051"	0.417587939698492	0.608004901599283	1.19041696190079
"GO_0098771"	0.418090452261307	0.606451684596431	1.18836123233512
"GO_0009653"	0.418090452261307	0.605858178912414	1.18776772665111
"GO_0048583"	0.414572864321608	0.601830422040629	1.18725755771902
"GO_1902495"	0.415577889447236	0.602259261466783	1.18668137201955
"GO_0048731"	0.418090452261307	0.60352102929544	1.18543057703413
"GO_0051128"	0.422613065326633	0.608001365820741	1.18538830049411
"GO_0010647"	0.419095477386935	0.603422027496235	1.1843265501093
"GO_0009719"	0.423618090452261	0.607165406750913	1.18354731629865
"GO_0010646"	0.420603015075377	0.603137649879127	1.18253463480375
"GO_0098590"	0.423115577889447	0.604891396036493	1.18177581814705
"GO_0023056"	0.418090452261307	0.59952206376322	1.18143161150191
"GO_0044456"	0.420100502512563	0.600901522506241	1.18080101999368
"GO_0007267"	0.417587939698492	0.598354246621564	1.18076630692307
"GO_1990351"	0.420603015075377	0.600225178582072	1.1796221635067
"GO_0007154"	0.419095477386935	0.597541017556656	1.17844554016972
"GO_0098797"	0.423115577889447	0.59872954425835	1.1756139663689
"GO_0051962"	0.423115577889447	0.597991576765288	1.17487599887584
"GO_0009966"	0.422110552763819	0.594331035750762	1.17222048298694
"GO_0030054"	0.424120603015075	0.595728678497719	1.17160807548264
"GO_0034702"	0.432663316582915	0.603729640229482	1.17106632364657
"GO_0023052"	0.429145728643216	0.600060007212988	1.17091427856977
"GO_0097060"	0.424120603015075	0.594384577540128	1.17026397452505
"GO_0044700"	0.426130653266332	0.596348449965198	1.17021779669887
"GO_0045211"	0.426633165829146	0.594797758518448	1.1681645926893
"GO_0051960"	0.432663316582915	0.59510941214146	1.16244609555854
"GO_0022603"	0.430150753768844	0.585636051202114	1.15548529743327
"GO_0046903"	0.428643216080402	0.582157350226946	1.15351413414654
"GO_0007268"	0.436683417085427	0.589544601825876	1.15286118474045
"GO_0007167"	0.437185929648241	0.588246465989346	1.15106053634111
"GO_0032844"	0.440201005025126	0.589319827332781	1.14911882230765
"GO_0048513"	0.441206030150754	0.584848582809449	1.1436425526587
"GO_0038179"	0.443718592964824	0.580676364128618	1.13695777116379
